Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro m2;Tipo Agregado
Apartamento;Freguesia (Jacarepaguá);2;0;0;45;950.0;290.0;13.0;21.11;Apartamento
Apartamento;Copacabana;1;0;0;40;950.0;579.0;67.0;23.75;Apartamento
Apartamento;Ipanema;2;1;1;132;15000.0;1500.0;320.0;113.64;Apartamento
Apartamento;Jardim Botânico;2;1;0;80;2500.0;790.0;194.0;31.25;Apartamento
Casa de Condomínio;Barra da Tijuca;6;3;6;1000;30000.0;1300.0;1216.0;30.0;Casa
Galpão/Depósito/Armazém;Campo Grande;0;0;0;90000;90000.0;0.0;0.0;1.0;Apartamento
Apartamento;Copacabana;2;0;0;70;4000.0;0.0;0.0;57.14;Apartamento
Apartamento;Maracanã;2;1;1;105;2800.0;600.0;0.0;26.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;250;3000.0;1156.0;0.0;12.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2100.0;1100.0;0.0;32.31;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;145;2500.0;850.0;350.0;17.24;Apartamento
Galpão/Depósito/Armazém;Olaria;0;0;0;4000;50000.0;0.0;0.0;12.5;Apartamento
Quitinete;Catete;0;0;0;22;1100.0;471.0;29.0;50.0;Apartamento
Apartamento;Jardim Botânico;3;2;1;92;4000.0;1250.0;359.0;43.48;Apartamento
Conjunto Comercial/Sala;Curicica;0;1;0;53;1200.0;500.0;0.0;22.64;Apartamento
Apartamento;Copacabana;2;0;0;62;2500.0;0.0;0.0;40.32;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;25;1100.0;317.0;0.0;44.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;70;0;2386;214740.0;54878.0;16702.0;90.0;Apartamento
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;8451.0;60977.0;20.92;Apartamento
Apartamento;Jardim Botânico;2;1;1;72;2800.0;940.0;140.0;38.89;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;200;13000.0;2448.0;187.0;65.0;Apartamento
Apartamento;Tijuca;2;0;1;74;2200.0;650.0;150.0;29.73;Apartamento
Apartamento;Leblon;3;2;1;170;13000.0;2800.0;680.0;76.47;Apartamento
Apartamento;Glória;2;1;0;49;1900.0;770.0;15.0;38.78;Apartamento
Apartamento;Leblon;2;1;2;155;5500.0;1500.0;550.0;35.48;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;180;4100.0;1500.0;800.0;22.78;Apartamento
Apartamento;Jacarepaguá;2;1;0;61;1000.0;281.0;35.0;16.39;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;6000;200000.0;0.0;5500.0;33.33;Apartamento
Apartamento;Botafogo;1;1;0;57;2500.0;1300.0;130.0;43.86;Apartamento
Conjunto Comercial/Sala;Taquara;0;0;0;25;850.0;200.0;0.0;34.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;19;800.0;471.0;84.0;42.11;Apartamento
Casa;Vila Valqueire;2;1;1;65;1700.0;0.0;0.0;26.15;Casa
Loja/Salão;Vila Isabel;0;0;0;150;3750.0;0.0;698.0;25.0;Apartamento
Terreno Padrão;Recreio dos Bandeirantes;0;0;0;800;8000.0;0.0;500.0;10.0;Apartamento
Apartamento;Ipanema;3;2;1;90;5700.0;1323.0;365.0;63.33;Apartamento
Quitinete;Copacabana;1;0;0;45;1600.0;580.0;24.0;35.56;Apartamento
Apartamento;Jardim Botânico;3;1;1;115;3500.0;910.0;0.0;30.43;Apartamento
Apartamento;Vila da Penha;1;0;0;64;700.0;200.0;0.0;10.94;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1300.0;976.0;210.0;43.33;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;0;270;5550.0;570.0;4485.0;20.56;Casa
Apartamento;Copacabana;1;0;0;50;2000.0;660.0;71.0;40.0;Apartamento
Apartamento;Botafogo;1;0;0;50;2200.0;340.0;0.0;44.0;Apartamento
Apartamento;Copacabana;1;0;0;36;1300.0;458.0;72.0;36.11;Apartamento
Apartamento;Barra da Tijuca;2;3;2;115;2500.0;3800.0;600.0;21.74;Apartamento
Quitinete;Copacabana;1;0;1;35;2300.0;400.0;30.0;65.71;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;350;8000.0;5600.0;1138.0;22.86;Apartamento
Apartamento;Lagoa;3;2;2;203;8000.0;1925.0;940.0;39.41;Apartamento
Apartamento;Ipanema;3;1;0;80;3650.0;1150.0;158.0;45.62;Apartamento
Apartamento;Ipanema;3;1;1;140;8000.0;930.0;1460.0;57.14;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;8;0;600;39000.0;11500.0;0.0;65.0;Apartamento
Conjunto Comercial/Sala;Flamengo;0;1;0;61;4200.0;2110.0;0.0;68.85;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;700.0;600.0;440.0;30.43;Apartamento
Apartamento;Tijuca;2;1;0;85;1700.0;580.0;100.0;20.0;Apartamento
Apartamento;Leblon;2;1;1;164;10000.0;2600.0;450.0;60.98;Apartamento
Apartamento;Riachuelo;1;1;0;55;1000.0;500.0;0.0;18.18;Apartamento
Conjunto Comercial/Sala;Copacabana;0;1;0;150;18000.0;4400.0;1400.0;120.0;Apartamento
Casa;São Conrado;4;3;2;450;45000.0;2650.0;5900.0;100.0;Casa
Apartamento;Tijuca;1;1;0;57;1700.0;595.0;495.0;29.82;Apartamento
Apartamento;Barra da Tijuca;4;3;4;300;9800.0;4000.0;900.0;32.67;Apartamento
Apartamento;Engenho Novo;1;1;0;54;1000.0;450.0;34.0;18.52;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;77;1800.0;685.0;0.0;23.38;Apartamento
Apartamento;Leblon;3;3;1;190;11000.0;1709.0;625.0;57.89;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;2900.0;1870.0;435.0;41.43;Apartamento
Apartamento;Copacabana;3;1;0;100;4800.0;890.0;0.0;48.0;Apartamento
Apartamento;Copacabana;3;1;1;200;5500.0;2000.0;0.0;27.5;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;20;0;8000;170000.0;0.0;0.0;21.25;Apartamento
Loja/Salão;Copacabana;0;1;0;52;2600.0;1384.0;0.0;50.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;30;1350.0;720.0;170.0;45.0;Apartamento
Casa;Freguesia (Jacarepaguá);4;3;4;400;16000.0;0.0;2200.0;40.0;Casa
Apartamento;Barra da Tijuca;3;1;1;74;2250.0;600.0;74.0;30.41;Apartamento
Loja/Salão;Barra de Guaratiba;0;0;0;32;950.0;50.0;200.0;29.69;Apartamento
Apartamento;Tijuca;3;1;0;103;1950.0;610.0;99.0;18.93;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;32;200.0;1101.0;0.0;6.25;Apartamento
Apartamento;Barra da Tijuca;3;2;1;123;5000.0;2600.0;780.0;40.65;Apartamento
Apartamento;Flamengo;3;1;1;127;5300.0;770.0;267.0;41.73;Apartamento
Apartamento;Laranjeiras;3;1;1;114;3800.0;1100.0;216.0;33.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1250.0;570.0;67.0;20.83;Apartamento
Apartamento;Bangu;2;0;0;50;640.0;25.0;0.0;12.8;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1550.0;936.0;121.0;23.85;Apartamento
Casa;Engenho de Dentro;1;0;0;50;800.0;0.0;17.0;16.0;Casa
Apartamento;Leme;2;1;1;83;3300.0;1200.0;200.0;39.76;Apartamento
Casa Comercial;Campo Grande;0;15;0;300;7000.0;0.0;0.0;23.33;Apartamento
Apartamento;Vaz Lobo;2;1;0;50;1100.0;0.0;0.0;22.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;32;1500.0;350.0;0.0;46.88;Apartamento
Apartamento;Flamengo;2;1;0;83;3000.0;850.0;131.0;36.14;Apartamento
Apartamento;Ipanema;1;0;0;38;5500.0;0.0;0.0;144.74;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;90;2500.0;650.0;0.0;27.78;Apartamento
Apartamento;Moneró;2;0;0;199;1300.0;0.0;0.0;6.53;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1200.0;800.0;0.0;42.86;Apartamento
Prédio Inteiro;Botafogo;0;1;0;1200;80000.0;0.0;0.0;66.67;Apartamento
Apartamento;Leblon;3;1;1;96;5500.0;1500.0;250.0;57.29;Apartamento
Apartamento;Barra da Tijuca;1;1;1;48;1200.0;660.0;55.0;25.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;68;1300.0;580.0;98.0;19.12;Apartamento
Apartamento;Tijuca;2;1;1;90;2400.0;800.0;80.0;26.67;Apartamento
Apartamento;Santa Teresa;3;0;0;80;2200.0;250.0;20.0;27.5;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;822;65000.0;16694.0;2187.0;79.08;Apartamento
Apartamento;Lagoa;3;1;1;101;3500.0;1155.0;281.0;34.65;Apartamento
Casa;Paciência;1;0;0;40;700.0;0.0;0.0;17.5;Casa
Conjunto Comercial/Sala;Cidade Nova;0;12;0;1849;129430.0;41898.0;3717.0;70.0;Apartamento
Apartamento;Laranjeiras;3;0;0;120;2700.0;700.0;130.0;22.5;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2400.0;1000.0;260.0;34.29;Apartamento
Apartamento;Ipanema;3;3;2;180;14000.0;4000.0;720.0;77.78;Apartamento
Apartamento;Vila Isabel;1;0;0;50;1200.0;450.0;0.0;24.0;Apartamento
Casa;Urca;4;3;4;800;35000.0;0.0;0.0;43.75;Casa
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0;22.67;Apartamento
Apartamento;Barra da Tijuca;2;0;2;107;4200.0;1400.0;250.0;39.25;Apartamento
Apartamento;Ipanema;1;0;0;60;1800.0;620.0;50.0;30.0;Apartamento
Apartamento;Tijuca;1;0;0;39;1400.0;251.0;24.0;35.9;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;545;62739.0;13093.0;0.0;115.12;Apartamento
Galpão/Depósito/Armazém;Campo Grande;5;0;0;2200;27500.0;0.0;2100.0;12.5;Apartamento
Apartamento;Copacabana;3;1;1;194;6000.0;1750.0;194.0;30.93;Apartamento
Apartamento;Pechincha;2;1;0;80;1000.0;530.0;25.0;12.5;Apartamento
Prédio Inteiro;Ramos;0;0;0;2842;35000.0;0.0;53000.0;12.32;Apartamento
Apartamento;Laranjeiras;2;2;1;152;3300.0;2400.0;398.0;21.71;Apartamento
Apartamento;Jacarepaguá;4;2;1;235;4200.0;2539.0;0.0;17.87;Apartamento
Apartamento;Copacabana;1;0;0;45;1500.0;784.0;65.0;33.33;Apartamento
Apartamento;Copacabana;4;2;0;389;11800.0;4829.0;1153.0;30.33;Apartamento
Loja/Salão;Madureira;0;0;0;54;1000.0;999.0;220.0;18.52;Apartamento
Apartamento;Barra da Tijuca;3;2;3;138;5800.0;1740.0;367.0;42.03;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;210;15000.0;4700.0;774.0;71.43;Apartamento
Apartamento;Laranjeiras;1;0;0;51;1400.0;505.0;30.0;27.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;1800.0;630.0;60.0;23.08;Apartamento
Apartamento;Leblon;4;3;4;304;30000.0;5525.0;1365.0;98.68;Apartamento
Apartamento;Ipanema;3;2;1;117;6600.0;2340.0;387.0;56.41;Apartamento
Casa;Recreio dos Bandeirantes;4;0;2;600;8500.0;0.0;1858.0;14.17;Casa
Conjunto Comercial/Sala;Centro;0;1;0;27;1200.0;432.0;84.0;44.44;Apartamento
Apartamento;Taquara;2;1;1;60;1000.0;530.0;58.0;16.67;Apartamento
Apartamento;Barra da Tijuca;1;0;0;68;1600.0;1100.0;255.0;23.53;Apartamento
Apartamento;Centro;1;0;0;34;800.0;330.0;18.0;23.53;Apartamento
Apartamento;Andaraí;2;0;0;60;1300.0;540.0;0.0;21.67;Apartamento
Apartamento;Ipanema;3;1;1;110;5500.0;1240.0;325.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;118;2200.0;660.0;0.0;18.64;Apartamento
Conjunto Comercial/Sala;Vila Isabel;0;0;0;40;1100.0;600.0;250.0;27.5;Apartamento
Apartamento;Tijuca;3;1;0;170;3000.0;945.0;225.0;17.65;Apartamento
Apartamento;Jacarepaguá;3;2;1;200;5000.0;1855.0;230.0;25.0;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;900.0;800.0;0.0;31.03;Apartamento
Apartamento;Botafogo;2;1;1;104;3000.0;1100.0;1800.0;28.85;Apartamento
Apartamento;Flamengo;1;0;0;50;1700.0;570.0;0.0;34.0;Apartamento
Apartamento;Copacabana;3;1;1;148;3500.0;1540.0;344.0;23.65;Apartamento
Apartamento;Rio Comprido;2;1;1;90;1500.0;640.0;0.0;16.67;Apartamento
Apartamento;Humaitá;3;2;1;105;5500.0;1828.0;257.0;52.38;Apartamento
Apartamento;São Conrado;2;2;1;100;4000.0;2200.0;180.0;40.0;Apartamento
Apartamento;Copacabana;3;0;0;110;6000.0;860.0;150.0;54.55;Apartamento
Apartamento;Copacabana;3;1;1;140;3500.0;1259.0;236.0;25.0;Apartamento
Apartamento;Flamengo;3;1;2;195;6500.0;1300.0;575.0;33.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2000.0;1106.0;0.0;27.03;Apartamento
Apartamento;Grajaú;2;1;1;70;1600.0;830.0;100.0;22.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;120;1800.0;724.0;205.0;15.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;120;4000.0;2607.0;600.0;33.33;Apartamento
Apartamento;Lagoa;3;1;1;120;7200.0;3000.0;600.0;60.0;Apartamento
Apartamento;Ipanema;3;0;1;80;7000.0;500.0;500.0;87.5;Apartamento
Quitinete;Copacabana;1;0;0;30;2700.0;400.0;25.0;90.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;107;2000.0;751.0;0.0;18.69;Apartamento
Apartamento;Leblon;2;1;1;85;6400.0;2000.0;450.0;75.29;Apartamento
Apartamento;Ipanema;6;6;4;600;30000.0;8000.0;1887.0;50.0;Apartamento
Apartamento;Copacabana;1;0;0;39;2500.0;590.0;25.0;64.1;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;214;3000.0;900.0;0.0;14.02;Apartamento
Apartamento;Centro;2;0;0;60;1900.0;600.0;205.0;31.67;Apartamento
Apartamento;Ipanema;4;2;1;141;7500.0;1459.0;0.0;53.19;Apartamento
Casa de Vila;Freguesia (Jacarepaguá);2;0;0;65;1400.0;300.0;0.0;21.54;Casa
Apartamento;Barra da Tijuca;2;1;1;70;3500.0;1250.0;338.0;50.0;Apartamento
Loja Shopping/ Ct Comercial;Copacabana;0;0;0;40;2900.0;1100.0;450.0;72.5;Apartamento
Apartamento;Engenho de Dentro;2;1;1;59;1500.0;580.0;560.0;25.42;Apartamento
Apartamento;Ipanema;3;2;2;186;28000.0;2950.0;9800.0;150.54;Apartamento
Apartamento;Barra da Tijuca;5;4;5;340;10000.0;3500.0;11000.0;29.41;Apartamento
Apartamento;Botafogo;1;1;0;45;2150.0;0.0;80.0;47.78;Apartamento
Apartamento;Barra da Tijuca;3;2;2;72;2400.0;610.0;67.0;33.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;321;16050.0;5520.0;1503.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;117;1400.0;650.0;143.0;11.97;Apartamento
Loja/Salão;Leblon;0;0;0;50;7900.0;0.0;0.0;158.0;Apartamento
Apartamento;Leblon;1;0;0;50;2800.0;710.0;0.0;56.0;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;3;0;90;6000.0;2337.0;0.0;66.67;Apartamento
Flat;Barra da Tijuca;1;1;1;52;4000.0;2400.0;500.0;76.92;Apartamento
Flat;Ipanema;2;2;2;94;9000.0;4427.0;673.0;95.74;Apartamento
Flat;Ipanema;2;0;1;91;13500.0;4300.0;445.0;148.35;Apartamento
Loja/Salão;Jardim Botânico;0;0;0;23;3100.0;267.0;0.0;134.78;Apartamento
Quitinete;Flamengo;1;0;0;35;1100.0;500.0;29.0;31.43;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1100.0;0.0;36.92;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;53;1200.0;636.0;55.0;22.64;Apartamento
Apartamento;Ipanema;2;0;0;66;2800.0;584.0;126.0;42.42;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;138;3000.0;1900.0;591.0;21.74;Apartamento
Apartamento;Barra da Tijuca;4;8;4;540;16000.0;1500.0;0.0;29.63;Apartamento
Apartamento;Barra da Tijuca;1;1;0;82;1800.0;2100.0;248.0;21.95;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;846;22000.0;17643.0;0.0;26.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;700.0;420.0;115.0;23.33;Apartamento
Apartamento;Leblon;4;2;1;167;4500.0;5000.0;747.0;26.95;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1500.0;650.0;74.0;23.08;Apartamento
Apartamento;Botafogo;2;1;1;70;2500.0;737.0;0.0;35.71;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;19;0;794;59500.0;13500.0;2100.0;74.94;Apartamento
Loja/Salão;Barra da Tijuca;0;10;0;300;13000.0;6000.0;3000.0;43.33;Apartamento
Quitinete;Centro;1;0;0;34;800.0;400.0;130.0;23.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;102;2500.0;536.0;200.0;24.51;Apartamento
Galpão/Depósito/Armazém;Rio Comprido;0;16;0;400;6000.0;0.0;0.0;15.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;115;4400.0;1000.0;526.0;38.26;Apartamento
Apartamento;Botafogo;2;0;0;80;2500.0;800.0;0.0;31.25;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;107;1200.0;1882.0;0.0;11.21;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;46;1000.0;721.0;212.0;21.74;Apartamento
Apartamento;Copacabana;2;0;0;50;1800.0;930.0;20.0;36.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2700.0;1620.0;390.0;36.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1400.0;560.0;62.0;35.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;3800.0;1800.0;600.0;23.75;Apartamento
Apartamento;Barra da Tijuca;4;3;4;234;8500.0;3400.0;544.0;36.32;Apartamento
Apartamento;Lagoa;4;4;4;400;30000.0;4200.0;1200.0;75.0;Apartamento
Apartamento;Leblon;3;1;1;170;8000.0;2800.0;586.0;47.06;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;240;7500.0;5600.0;600.0;31.25;Apartamento
Casa Comercial;Gamboa;0;0;0;200;3600.0;0.0;200.0;18.0;Apartamento
Apartamento;Botafogo;3;1;0;95;3800.0;1400.0;1400.0;40.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;340;7991.0;1087.0;11360.0;23.5;Casa
Apartamento;Leme;4;0;1;120;6000.0;1400.0;170.0;50.0;Apartamento
Apartamento;Copacabana;1;0;0;39;1600.0;408.0;0.0;41.03;Apartamento
Apartamento;Barra da Tijuca;4;3;3;243;14000.0;3500.0;15000.0;57.61;Apartamento
Apartamento;Lagoa;2;1;1;98;3500.0;1331.0;0.0;35.71;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1800.0;700.0;112.0;25.71;Apartamento
Casa de Condomínio;Barra da Tijuca;3;5;3;681;19991.0;1907.0;13950.0;29.36;Casa
Conjunto Comercial/Sala;Centro;0;6;0;527;39525.0;9745.0;1847.0;75.0;Apartamento
Conjunto Comercial/Sala;Piedade;0;1;0;22;450.0;600.0;0.0;20.45;Apartamento
Quitinete;Ipanema;1;0;0;50;2200.0;650.0;81.0;44.0;Apartamento
Apartamento;Leblon;4;3;1;178;15000.0;3000.0;0.0;84.27;Apartamento
Apartamento;Barra da Tijuca;4;4;4;290;15000.0;5000.0;15000.0;51.72;Apartamento
Prédio Inteiro;Centro;0;0;0;630;15000.0;0.0;0.0;23.81;Apartamento
Apartamento;Penha;2;0;0;60;1000.0;300.0;0.0;16.67;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;100;10000.0;0.0;0.0;100.0;Apartamento
Apartamento;Flamengo;2;0;1;86;4500.0;745.0;1615.0;52.33;Apartamento
Apartamento;Copacabana;2;1;0;66;3000.0;630.0;0.0;45.45;Apartamento
Galpão/Depósito/Armazém;Anil;0;0;0;2200;70000.0;0.0;7636.0;31.82;Apartamento
Apartamento;Laranjeiras;3;2;0;155;1500.0;2600.0;328.0;9.68;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2309.0;0.0;0.0;25.66;Apartamento
Apartamento;Ipanema;3;1;0;94;3800.0;1400.0;252.0;40.43;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;3;4;200;4000.0;960.0;335.0;20.0;Casa
Apartamento;Tijuca;3;1;0;115;2250.0;1000.0;0.0;19.57;Apartamento
Apartamento;Centro;1;0;0;20;900.0;238.0;10.0;45.0;Apartamento
Apartamento;Copacabana;3;1;1;195;7500.0;1800.0;4650.0;38.46;Apartamento
Flat;Barra da Tijuca;2;1;1;46;1400.0;896.0;100.0;30.43;Apartamento
Apartamento;Copacabana;2;2;2;89;6200.0;3451.0;359.0;69.66;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;321;16050.0;6340.0;1774.0;50.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;25;1000.0;410.0;0.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1800.0;677.0;132.0;24.0;Apartamento
Apartamento;Laranjeiras;1;0;0;70;1800.0;800.0;80.0;25.71;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;50;2200.0;1950.0;0.0;44.0;Apartamento
Casa;Bonsucesso;3;0;0;75;1800.0;0.0;44.0;24.0;Casa
Apartamento;Copacabana;4;1;1;191;4150.0;3000.0;452.0;21.73;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;41;3480.0;808.0;0.0;84.88;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;43;1200.0;510.0;160.0;27.91;Apartamento
Apartamento;Barra da Tijuca;4;6;4;266;14000.0;2400.0;800.0;52.63;Apartamento
Apartamento;Copacabana;1;0;0;50;2100.0;630.0;240.0;42.0;Apartamento
Apartamento;Copacabana;2;1;2;321;7500.0;3100.0;697.0;23.36;Apartamento
Apartamento;Leblon;3;2;1;170;13000.0;2800.0;680.0;76.47;Apartamento
Apartamento;Copacabana;3;0;0;92;1900.0;1386.0;111.0;20.65;Apartamento
Apartamento;Grajaú;2;1;2;84;1700.0;551.0;0.0;20.24;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;353.0;24.29;Casa
Apartamento;Botafogo;1;1;0;37;1800.0;1021.0;0.0;48.65;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;310;8500.0;4200.0;1130.0;27.42;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;680;17000.0;2000.0;18000.0;25.0;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1100.0;510.0;36.0;20.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;581;29050.0;15687.0;2150.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;180;4500.0;630.0;743.0;25.0;Apartamento
Apartamento;Copacabana;2;1;1;81;3300.0;1082.0;200.0;40.74;Apartamento
Apartamento;Copacabana;3;0;1;190;7000.0;1000.0;150.0;36.84;Apartamento
Apartamento;Copacabana;4;1;1;239;3000.0;2000.0;3700.0;12.55;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;700.0;548.0;0.0;26.92;Apartamento
Loja/Salão;Barra da Tijuca;0;19;0;140;55000.0;0.0;2500.0;392.86;Apartamento
Apartamento;Lagoa;3;2;1;125;3799.0;1750.0;365.0;30.39;Apartamento
Apartamento;Rio Comprido;4;0;0;95;3000.0;200.0;0.0;31.58;Apartamento
Loja/Salão;Tijuca;0;0;0;28;1200.0;198.0;830.0;42.86;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;0;200;1800.0;741.0;0.0;9.0;Apartamento
Apartamento;Humaitá;1;0;0;41;2300.0;350.0;0.0;56.1;Apartamento
Apartamento;Tijuca;3;1;0;85;2000.0;935.0;0.0;23.53;Apartamento
Apartamento;Copacabana;2;0;0;70;2000.0;720.0;0.0;28.57;Apartamento
Apartamento;Ipanema;4;3;2;410;25000.0;6750.0;0.0;60.98;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;2550.0;1170.0;230.0;82.26;Apartamento
Apartamento;Barra da Tijuca;1;1;0;38;1600.0;480.0;80.0;42.11;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;30;1300.0;750.0;34.0;43.33;Apartamento
Apartamento;Ipanema;4;2;1;250;24000.0;3500.0;0.0;96.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;155;10000.0;8169.0;863.0;64.52;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;4;600;14500.0;1680.0;1980.0;24.17;Casa
Loja Shopping/ Ct Comercial;Guadalupe;1;0;0;41;800.0;0.0;0.0;19.51;Apartamento
Apartamento;Jacarepaguá;2;1;1;66;1700.0;600.0;85.0;25.76;Apartamento
Apartamento;Portuguesa;1;0;0;16;1200.0;0.0;0.0;75.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;50;2000.0;1340.0;123.0;40.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;950.0;685.0;0.0;31.67;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;2;700;13000.0;2200.0;0.0;18.57;Casa
Apartamento;Flamengo;2;1;1;97;3100.0;948.0;191.0;31.96;Apartamento
Quitinete;Centro;1;0;0;50;1000.0;400.0;50.0;20.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;160;3200.0;2752.0;334.0;20.0;Apartamento
Apartamento;Flamengo;4;0;0;430;13000.0;3100.0;835.0;30.23;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;900.0;840.0;186.0;22.5;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;78;3000.0;1950.0;0.0;38.46;Apartamento
Casa;Praça Seca;1;0;0;30;400.0;35.0;0.0;13.33;Casa
Apartamento;Copacabana;3;0;0;80;2700.0;760.0;180.0;33.75;Apartamento
Apartamento;Tijuca;2;1;1;90;2500.0;970.0;165.0;27.78;Apartamento
Conjunto Comercial/Sala;Centro;0;4;0;320;7500.0;8700.0;826.0;23.44;Apartamento
Casa de Condomínio;Barra da Tijuca;6;6;6;1100;25000.0;2695.0;3000.0;22.73;Casa
Box/Garagem;Centro;0;0;0;15;400.0;345.0;0.0;26.67;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1137;45480.0;16839.0;0.0;40.0;Apartamento
Apartamento;Botafogo;1;1;0;40;1800.0;1021.0;0.0;45.0;Apartamento
Loja/Salão;Barra da Tijuca;0;3;0;235;12500.0;4780.0;4075.0;53.19;Apartamento
Apartamento;Copacabana;3;1;0;180;4000.0;1290.0;450.0;22.22;Apartamento
